"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "pval" "padj"
"580" "ENSG00000041988.13" 275.227439650136 221.825014997372 328.6298643029 1.48148243924064 0.567041525407809 2.31524460339447e-05 0.000362028969170109
"583" "ENSG00000042286.12" 1776.06381839929 1571.48717587123 1980.64046092735 1.2603605624903 0.333836517299075 0.000754603586954464 0.00644638369217868
"589" "ENSG00000042753.9" 3263.76768647499 2751.0589267233 3776.47644622667 1.37273557085333 0.457053746854752 0.000720824356322732 0.00621343800576279
"595" "ENSG00000043093.11" 3467.87682507887 4112.67620084336 2823.07744931438 0.686433191296576 -0.542808781325463 3.0779951044632e-08 1.61657134776976e-06
"602" "ENSG00000044090.6" 1620.57212155302 1417.97537668425 1823.16886642179 1.28575495484628 0.362615713339123 0.000610279803570357 0.00540747211530622
"605" "ENSG00000044459.12" 943.116166534429 1107.2465334274 778.985799641459 0.703534195975458 -0.50730754610186 2.91123504800903e-06 6.55438958093386e-05
"606" "ENSG00000044524.8" 6858.90648058471 7920.30967123014 5797.50328993927 0.731979370831701 -0.450125104872825 3.14380155458586e-06 7.00695899176944e-05
"608" "ENSG00000046604.10" 3225.93944456018 3799.86283586954 2652.01605325082 0.697924153529069 -0.518857833915216 0.000400723454300855 0.00380436447057166
"615" "ENSG00000047188.13" 2473.10362731856 2784.54616383319 2161.66109080392 0.776306429708528 -0.365301858250921 0.000313026200736699 0.00310946026623177
"627" "ENSG00000047621.9" 1178.34929230423 1359.21373142658 997.484853181887 0.733869023038022 -0.446405493228648 2.62754281198461e-05 0.000399294042571972
"640" "ENSG00000048392.9" 1144.37271083567 1392.9827512963 895.762670375044 0.643053669933423 -0.636988943468608 1.6570695772379e-09 1.41932802466889e-07
"641" "ENSG00000048405.7" 926.777444070814 1085.25392739956 768.300960742069 0.70794580083487 -0.4982891807088 3.7329722561671e-06 8.07693621355236e-05
"647" "ENSG00000048649.11" 2210.66564338918 2641.60666252867 1779.7246242497 0.673728094911021 -0.569761632962081 3.42275134569943e-08 1.7796017531854e-06
"652" "ENSG00000049089.11" 108.019477890853 78.3496529709854 137.689302810721 1.75736965754922 0.813417689934671 9.84165864946372e-07 2.76170442896323e-05
"653" "ENSG00000049130.11" 695.475622477783 885.827170471328 505.124074484238 0.570228698466624 -0.810387445836691 0.000933371630280407 0.00766113799595523
"663" "ENSG00000049449.6" 14607.0905736364 16349.730355131 12864.4507921419 0.786829538635461 -0.345876975548794 0.000561408275035013 0.00504051576303455
"678" "ENSG00000050393.9" 2456.08409882598 2747.52963357649 2164.63856407546 0.787849032680939 -0.344008887373945 0.000612381225759011 0.00541991376922835
"679" "ENSG00000050405.11" 3983.39502621243 4477.63592587165 3489.15412655322 0.77924024737987 -0.359859901045374 0.00022311035470943 0.00234435523779169
"680" "ENSG00000050426.13" 961.897964430657 847.657247323852 1076.13868153746 1.26954460064484 0.344311079505979 0.00098700388664756 0.0080229868872277
"687" "ENSG00000050820.14" 1819.57546962602 1416.17991278945 2222.97102646258 1.56969535183139 0.650484586473575 8.49591968996579e-06 0.000159129599397841
"688" "ENSG00000051009.8" 469.865532048479 375.576338340894 564.154725756063 1.50210401498724 0.586984717453077 3.24516170038478e-07 1.12359206668556e-05
"690" "ENSG00000051128.16" 1302.15739240599 1056.68190715939 1547.63287765258 1.46461566831685 0.550522134847513 7.67208242336483e-05 0.000975226437887405
"693" "ENSG00000051382.6" 1905.32608801693 2180.01909094762 1630.63308508625 0.74799027763442 -0.418908576779484 0.000102208799423593 0.00123316879770212
"697" "ENSG00000051825.12" 1673.26648465198 1901.75727038491 1444.77569891906 0.759705626694749 -0.396487588406619 9.79156679276649e-05 0.00119014618733657
"700" "ENSG00000052723.9" 2599.03082993413 2983.3835054113 2214.67815445697 0.742337735138632 -0.429852387888879 1.81223343615042e-05 0.000296873986599122
"701" "ENSG00000052749.11" 3038.92186505871 2696.78157216346 3381.06215795395 1.253739714352 0.326237865053423 0.00102011205265937 0.00823398856211972
"703" "ENSG00000052802.10" 1790.95245642985 2093.77170564244 1488.13320721725 0.710742820340405 -0.492600474479614 8.99679728121553e-07 2.56493318547871e-05
"707" "ENSG00000053254.13" 2967.68529958401 3494.74686002253 2440.62373914548 0.698369248732865 -0.517938060658464 3.30790003670085e-07 1.14023534302775e-05
"709" "ENSG00000053371.10" 887.920375906922 770.020065778594 1005.82068603525 1.3062265916645 0.385405183496194 0.000504564562691158 0.00461409452446868
"716" "ENSG00000053770.9" 1441.4677210794 1628.73442144477 1254.20102071402 0.770046364957081 -0.37698278092417 0.000231204879224556 0.00241565482921833
"721" "ENSG00000054148.15" 1262.82330868578 1029.46936373029 1496.17725364126 1.45334801243609 0.539380205860272 0.00120427876147564 0.0094055351046975
"724" "ENSG00000054267.18" 2704.69474932829 3211.38862365816 2198.00087499842 0.684439391360436 -0.547005301622032 1.00733367674373e-07 4.27285384410861e-06
"729" "ENSG00000054523.14" 3350.93715060303 3840.12158073758 2861.75272046848 0.745224509250776 -0.424252971878495 1.71452800247237e-05 0.000283855722326255
"730" "ENSG00000054598.6" 750.499630381555 848.18230035493 652.816960408181 0.769665860906321 -0.377695837960444 0.000848586689557435 0.00709332732941792
"739" "ENSG00000054967.10" 361.499630935687 303.328409270272 419.670852601102 1.38355274275403 0.468377642328287 7.19102002708168e-05 0.000924279432335774
"741" "ENSG00000055044.8" 3769.14343741049 4233.42487059474 3304.86200422624 0.780659183816329 -0.35723525347658 0.000598573508355129 0.0053295668733613
"745" "ENSG00000055147.15" 813.813329254765 935.323817217544 692.302841291986 0.740174502720875 -0.434062655860574 6.78218169519374e-05 0.000878997887732238
"747" "ENSG00000055208.15" 6040.55617762414 6897.05188703206 5184.06046821623 0.75163425665441 -0.411897274032554 1.86475094084786e-05 0.000303206263157652
"748" "ENSG00000055211.10" 2059.22728257173 2372.34503489977 1746.10953024369 0.736026802407123 -0.442169791926012 1.31660154383943e-05 0.000228360211421145
"749" "ENSG00000055332.14" 6007.24698276543 7253.94941429214 4760.54455123871 0.656269334034672 -0.607640074051616 7.34296776590363e-10 7.3647597992734e-08
"754" "ENSG00000055917.13" 6855.48617592596 7648.2757005001 6062.69665135182 0.792688036985304 -0.335174891057528 0.000463847076972035 0.00430120289806576
"758" "ENSG00000056050.6" 919.778214237571 1043.66470432536 795.891724149779 0.762593312633154 -0.391014215112723 0.000257694667807309 0.00264692521026259
"759" "ENSG00000056097.13" 6021.08681921797 6901.95801600955 5140.21562242638 0.744747448550586 -0.425176818970089 1.8773694013707e-05 0.000304174931878155
